entity_id,entity_label,entity_class,synonym,plural,wikipedia_page,definition,definition_source,wikidata_page,last_checked
energy_intensity,energy_intensity,property,radiant_exposure,,https://en.wikipedia.org/wiki/Radiant_exposure,"In radiometry, radiant exposure or fluence is the radiant energy received by a surface per unit area, or equivalently the irradiance of a surface, integrated over time of irradiation, and spectral exposure is the radiant exposure per unit frequency or wavelength, depending on whether the spectrum is taken as a function of frequency or of wavelength. The SI unit of radiant exposure is the joule per square metre (J/m2), while that of spectral exposure in frequency is the joule per square metre per hertz (J⋅m−2⋅Hz−1) and that of spectral exposure in wavelength is the joule per square metre per metre (J/m3)—commonly the joule per square metre per nanometre (J⋅m−2⋅nm−1).",Wikipedia,Q1418023,20240418.0
energy-per-area_density,energy-per-area_density,property,energy-per-area_content,,,,,,20240418.0
energy-per-mass_density,energy-per-mass_density,property,specific_energy,,https://en.wikipedia.org/wiki/Specific_energy,"Specific energy or massic energy is energy per unit mass. It is also sometimes called gravimetric energy density, which is not to be confused with energy density, which is defined as energy per unit volume. It is used to quantify, for example, stored heat and other thermodynamic properties of substances such as specific internal energy, specific enthalpy, specific Gibbs free energy, and specific Helmholtz free energy.  It may also be used for the kinetic energy or potential energy of a body.  Specific energy is an intensive property, whereas energy and mass are extensive properties.",Wikipedia,Q3023293,20240418.0
energy-per-volume_density,energy-per-volume_density,property,"energy_density, energy_content",,https://en.wikipedia.org/wiki/Energy_density,"In physics, energy density is the amount of energy stored in a given system or region of space per unit volume. It is sometimes confused with energy per unit mass which is properly called specific energy or gravimetric energy density.",Wikipedia,Q828402,20240418.0
energy-per-volume_rate,energy-per-volume_rate,property,,,,,,,20240418.0
energy-per-wavelength_flux,energy-per-wavelength_flux,property,,,,,,,20240418.0
enforcement,enforcement,process,,,,,,,20240418.0
engagement,engagement,process,,,,,,,20240418.0
engine,engine,phenomenon,,,http://en.wikipedia.org/wiki/Engine,"An engine or motor is a machine designed to convert one or more forms of energy into mechanical energy.Available energy sources include potential energy (e.g. energy of the Earth's gravitational field as exploited in hydroelectric power generation), heat energy (e.g. geothermal), chemical energy, electric potential and nuclear energy (from nuclear fission or nuclear fusion). Many of these processes generate heat as an intermediate energy form, so heat engines have special importance. Some natural processes, such as atmospheric convection cells convert environmental heat into motion (e.g. in the form of rising air currents). Mechanical energy is of particular importance in transportation, but also plays a role in many industrial processes such as cutting, grinding, crushing, and mixing. ",Wikipedia,Q44167,20240418.0
engineering,engineering,process,,,https://en.wikipedia.org/wiki/Engineering,"Engineering is the practice of using natural science, mathematics, and the engineering design process to solve technical problems, increase efficiency and productivity, and improve systems. Modern engineering comprises many subfields which include designing and improving infrastructure, machinery, vehicles, electronics, materials, and energy systems.",Wikipedia,Q11023,20240418.0
engraving,engraving,process,"engravement, engraving",,https://en.wikipedia.org/wiki/Engraving,"Engraving is the practice of incising a design onto a hard, usually flat surface by cutting grooves into it with a burin. The result may be a decorated object in itself, as when silver, gold, steel, or glass are engraved, or may provide an intaglio printing plate, of copper or another metal, for printing images on paper as prints or illustrations; these images are also called ""engravings"". Engraving is one of the oldest and most important techniques in printmaking.",Wikipedia,Q139106,20240418.0
enopla,enopla,attribute,,,https://en.wikipedia.org/wiki/Enopla,"Enopla is one of the classes of the worm phylum Nemertea, characterized by the presence of a peculiar armature of spines or plates in the proboscis.",Wikipedia,Q275879,20240418.0
enrichment,enrichment,process,,,,,,,20240418.0
enrobing,enrobing,process,,,https://en.wikipedia.org/wiki/Enrober,"An enrober is a machine used in the confectionery industry to coat a food item with a coating medium, typically chocolate. Foods that are coated by enrobers include nuts, ice cream, toffee, chocolate bars, biscuits and cookies. Enrobing with chocolate extends a confection's shelf life.",Wikipedia,Q4544011,20240418.0
entaglement,entaglement,process,,,,,,,20240418.0
enteric-virus,enteric-virus,phenomenon,enterovirus,,https://en.wikipedia.org/wiki/Enterovirus,"Enterovirus is a genus of positive-sense single-stranded RNA viruses associated with several human and mammalian diseases. Enteroviruses are named by their transmission-route through the intestine ('enteric' meaning intestinal).Serologic studies have distinguished 71 human enterovirus serotypes on the basis of antibody neutralization tests. Additional antigenic variants have been defined within several of the serotypes on the basis of reduced or nonreciprocal cross-neutralization between variant strains. On the basis of their pathogenesis in humans and animals, the enteroviruses were originally classified into four groups, polioviruses, Coxsackie A viruses (CA), Coxsackie B viruses (CB), and echoviruses, but it was quickly realized that there were significant overlaps in the biological properties of viruses in the different groups. Enteroviruses isolated more recently are named with a system of consecutive numbers: EV-D68, EV-B69, EV-D70, EV-A71, etc., where genotyping is based on the VP1 capsid region.Enteroviruses affect millions of people worldwide each year and are often found in the respiratory secretions (e.g., saliva, sputum, or nasal mucus) and stool of an infected person. Historically, poliomyelitis was the most significant disease caused by an enterovirus, namely poliovirus. There are 81 non-polio and 3 polio enteroviruses that can cause disease in humans. Of the 81 non-polio types, there are 22 Coxsackie A viruses, 6 Coxsackie B viruses, 28 echoviruses, and 25 other enteroviruses.Poliovirus, as well as coxsackie and echovirus, is spread through the fecal–oral route. Infection can result in a wide variety of symptoms, including those of: mild respiratory illness (the common cold), hand, foot and mouth disease, acute hemorrhagic conjunctivitis, aseptic meningitis, myocarditis, severe neonatal sepsis-like disease, acute flaccid paralysis, and the related acute flaccid myelitis.",Wikipedia,Q519796,20240418.0
entering,entering,process,entrance,,,,,,20240418.0
enterobacter,enterobacter,attribute,,,https://en.wikipedia.org/wiki/Enterobacter,"Enterobacter is a genus of common Gram-negative, facultatively anaerobic, rod-shaped, non-spore-forming bacteria of the family Enterobacteriaceae.  It is the type genus of the order Enterobacterales.  Several strains of these bacteria are pathogenic and cause opportunistic infections in immunocompromised (usually hospitalized) hosts and in those who are on mechanical ventilation.  The urinary and respiratory tracts are the most common sites of infection.  The genus Enterobacter is a member of the coliform group of bacteria. It does not belong to the fecal coliforms (or thermotolerant coliforms) group of bacteria, unlike Escherichia coli, because it is incapable of growth at 44.5 °C in the presence of bile salts.  Some of them show quorum sensing properties.One clinically important species from this genus is E. cloacae.",Wikipedia,Q134281,20240418.0
